family,canonical_name,dog_base_severity,cat_base_severity,occurrence_count
thyme,thyme,neutral,neutral,54
thyme_extract,thyme_extract,neutral,neutral,8
thyme_oil,thyme_oil,neutral,neutral,3
tilapia,tilapia,neutral,neutral,28
tilapia_broth,tilapia_broth,neutral,neutral,1
tiny_tasters,tiny_tasters_flaked_tuna_&_salmon_recipe_tuna,neutral,neutral,1
titanium_dioxide,titanium_dioxide_color,caution,caution,14
toasted_marshmallow,toasted_marshmallow_flavor_with_other_natural_flavors,neutral,neutral,1
tocopeherols,tocopeherols,neutral,neutral,3
tocopherol,tocopherol,neutral,neutral,8
tocopherol,mixed_tocopherol,neutral,neutral,5
tocopherol,tocopherol_extract_from_vegetable_oils,neutral,neutral,5
tocopherol,dl_α_tocopheryl_acetate,neutral,neutral,4
tocopherol,α_tocopherol_acetate,neutral,neutral,3
tocopherol,a_tocopherol_acetate,neutral,neutral,2
tocopherol,dl_alpha_tocopherol_acetate,neutral,neutral,1
tocopherols,tocopherols,neutral,neutral,51
tomato,tomato,neutral,neutral,87
tomato_concentrate,tomato_concentrate,neutral,neutral,2
tomato_paste,tomato_paste,neutral,neutral,9
tomato_powder,tomato_powder,neutral,neutral,4
tomato_puree,tomato_puree,neutral,neutral,12
tomatoes,tomatoes,neutral,neutral,141
top_sirloin,top_sirloin_flavor,neutral,neutral,2
top_sirloin,top_sirloin_steak_flavor,neutral,neutral,1
topioca_starch,topioca_starch,neutral,neutral,1
trace_minerals,trace_minerals,neutral,neutral,2
trichoderma_longibrachiatum,trichoderma_longibrachiatum,neutral,neutral,120
trichoderma_longibrachiatum,trichoderma_longibrachiatum_fermentation_product,neutral,neutral,7
trout,trout,good,good,31
trout_meal,trout_meal,neutral,neutral,1
true_acre,true_acre_foods,neutral,neutral,1
tryptophan,tryptophan,neutral,neutral,16
tuarine,tuarine,neutral,neutral,2
tuber_potato,potato,neutral,neutral,557
tuber_potato,potatoes,neutral,neutral,1
tumeric,tumeric,neutral,neutral,1
tuna,tuna,good,good,715
tuna_bone,tuna_bone_powder,neutral,neutral,4
tuna_both,tuna_both,neutral,neutral,1
tuna_broth,tuna_broth,neutral,neutral,92
tuna_by,tuna_by_product,neutral,neutral,5
tuna_by,tuna_by_products,neutral,neutral,3
tuna_consommé,tuna_consommé,neutral,neutral,3
tuna_extract,tuna_extract,neutral,neutral,14
tuna_fillet,tuna_fillet,neutral,neutral,19
tuna_flavor,tuna_flavor,neutral,neutral,146
tuna_flavor,tuna_flavor_with_tuna,neutral,neutral,1
tuna_flavor,tuna_flavor_with_tuna__salmon_ingredients_water,neutral,neutral,1
tuna_flavor,tuna_flavor_with_tuna_ingredients_water,neutral,neutral,1
tuna_flavored,tuna_flavored_broth,neutral,neutral,2
tuna_meal,tuna_meal,neutral,neutral,19
tuna_meat,tuna_meat,neutral,neutral,4
tuna_natural,tuna_natural_flavor,neutral,neutral,1
tuna_oil,tuna_oil,neutral,neutral,61
tuna_recipe,tuna_recipe_x10_cups_water,neutral,neutral,1
tuna_recipe,tuna_recipe_x25_tubes_water,neutral,neutral,1
tuna_recipe,tuna_recipe_x5_cups_water,neutral,neutral,1
tuna_recipe,tuna_recipe_x15_tubes_water,neutral,neutral,1
tuna_recipe,tuna_recipe_x_2_pouches_tuna_broth,neutral,neutral,1
tuna_red,tuna_red_meat,neutral,neutral,4
tuna_roe,tuna_roe_6%,neutral,neutral,1
tuna_shrimp,tuna_shrimp__salmon_flavor,neutral,neutral,2
tuna_with,tuna_with_salmon_recipe_x5_tubes_water,neutral,neutral,1
turkey,turkey,good,good,565
turkey_,turkey__catnip_flavor,neutral,neutral,2
turkey_and,turkey_and_more,neutral,neutral,2
turkey_bone,turkey_bone_broth,neutral,neutral,23
turkey_broth,turkey_broth,neutral,neutral,109
turkey_by,turkey_by_product_meal,neutral,neutral,17
turkey_cartilage,turkey_cartilage,neutral,neutral,1
turkey_fat,turkey_fat,neutral,neutral,6
turkey_flavor,turkey_flavor,neutral,neutral,19
turkey_giblets,turkey_giblets,neutral,neutral,28
turkey_gizzard,turkey_gizzard,neutral,neutral,12
turkey_gizzards,turkey_gizzards,neutral,neutral,1
turkey_heart,turkey_heart,neutral,neutral,20
turkey_hearts,turkey_hearts,neutral,neutral,8
turkey_liver,turkey_liver,neutral,neutral,101
turkey_livers,turkey_livers,neutral,neutral,1
turkey_meal,turkey_meal,neutral,neutral,212
turkey_neck,turkey_neck,neutral,neutral,1
turkey_powder,turkey_powder,neutral,neutral,1
turkey_tail,turkey_tail,neutral,neutral,7
turkey_with,turkey_with_ground_bone,neutral,neutral,4
turmeric,turmeric_color,good,neutral,25
turmeric,turmeric_spice,good,neutral,16
turmeric,turmeric_powder,good,neutral,9
turmeric,turmeric_oleoresin,good,neutral,3
turmeric,curcumin,neutral,neutral,3
turmeric,turmeric_root,good,neutral,2
turmeric,cultured_yeast_and_turmeric,neutral,neutral,1
turnip_greens,turnip_greens,neutral,neutral,10
unbleached_white,unbleached_white_flour,neutral,neutral,2
uncured_bacon,uncured_bacon_,neutral,neutral,1
valerian_root,valerian_root,neutral,neutral,5
vanilla,vanilla,neutral,neutral,12
vanilla_flavor,vanilla_flavor_with_other_natural_flavors,neutral,neutral,4
vanilla_flavor,vanilla_flavor,neutral,neutral,4
vanilla_glaze,vanilla_glaze_flavor_with_other_natural_flavors,neutral,neutral,2
veal,veal,neutral,neutral,1
vegan,vegan,neutral,neutral,3
vegatable_glycerin,vegatable_glycerin,neutral,neutral,1
vegatable_glycerine,vegatable_glycerine,neutral,neutral,1
vegetabel_glycerin,vegetabel_glycerin,neutral,neutral,1
vegetable_and,vegetable_and_fruit_blend,neutral,neutral,2
vegetable_broth,vegetable_broth,caution,caution,29
vegetable_fiber,vegetable_fiber,neutral,neutral,1
vegetable_flavouring,vegetable_flavouring,neutral,neutral,1
vegetable_glycerine,vegetable_glycerine,neutral,neutral,1
vegetable_glyercrin,vegetable_glyercrin,neutral,neutral,1
vegetable_juice,vegetable_juice_for_color,neutral,neutral,82
vegetable_juice,vegetable_juice,neutral,neutral,34
vegetable_juices,vegetable_juices_for_color,neutral,neutral,1
vegetable_monoglycerides,vegetable_monoglycerides,neutral,neutral,1
vegetable_oil,vegetable_oil,caution,caution,234
vegetable_protein,vegetable_protein,neutral,neutral,8
vegetable_starch,vegetable_starch_modified,neutral,neutral,14
vegetarian,vegetarian,neutral,neutral,3
venison,venison,good,good,56
venison_bone,venison_bone,neutral,neutral,5
venison_broth,venison_broth,neutral,neutral,3
venison_cartilage,venison_cartilage,neutral,neutral,4
venison_heart,venison_heart,neutral,neutral,4
venison_kidney,venison_kidney,neutral,neutral,7
venison_liver,venison_liver,neutral,neutral,12
venison_lung,venison_lung,neutral,neutral,4
venison_meal,venison_meal,neutral,neutral,6
venison_tripe,venison_tripe,neutral,neutral,7
venison_variety,venison_variety_pack_grain_free_canned_cat_food,neutral,neutral,2
vension,vension,neutral,neutral,1
vinegar,vinegar,neutral,neutral,112
vital_wheat,vital_wheat_gluten,neutral,caution,19
vitamin_a,vitamin_a,good,good,3627
vitamin_a,vitamin_a_0.005%,neutral,neutral,9
vitamin_a,vitamin_asupplement,neutral,neutral,1
vitamin_b,vitamin_b,neutral,neutral,5
vitamin_b,vitamin_blend,neutral,neutral,1
vitamin_b,vitamin_b_complex,neutral,neutral,1
vitamin_b,vitamin_bl2,neutral,neutral,1
vitamin_b1,vitamin_b1,good,good,4100
vitamin_b12,vitamin_b12,good,good,3687
vitamin_b12,vitamin_b12_supplement_round_cup_two,neutral,neutral,3
vitamin_b12,vitamin_b12supplement,neutral,neutral,2
vitamin_b12,vitamin_b12_supplement_club_cup_two,neutral,neutral,2
vitamin_b12,vitamin_b12_supplement_club_cup_three,neutral,neutral,2
vitamin_b12,vitamin_b12_supplement_club_cup_four,neutral,neutral,2
vitamin_b12,vitamin_b12_supplement_round_cup_three,neutral,neutral,2
vitamin_b12,vitamin_b12_supplement_round_cup_four,neutral,neutral,2
vitamin_b12,vitamin_b12_supplement_morsels_in_sauce_with_turkey_water,neutral,neutral,1
vitamin_b12,vitamin_b12_supplement._1_if_by_land,neutral,neutral,1
vitamin_b12,vitamin_b12_supplement_guar_gum,neutral,neutral,1
vitamin_b12,vitamin_b12_supplement_round_cup_five,neutral,neutral,1
vitamin_b12,vitamin_b12_supplement_round_cup_six,neutral,neutral,1
vitamin_b12,vitamin_b12_supplement_round_cup_seven,neutral,neutral,1
vitamin_b12,vitamin_b12_supplement_round_cup_eight,neutral,neutral,1
vitamin_b12,vitamin_b12_supplement_can_two,neutral,neutral,1
vitamin_b12,vitamin_b12_supplement_can_three,neutral,neutral,1
vitamin_b12,vitamin_b12_supplement_can_four,neutral,neutral,1
vitamin_b12,vitamin_b12_supplement_contains_a_source_of_live,neutral,neutral,1
vitamin_b2,vitamin_b2,good,good,3855
vitamin_b3,vitamin_b3,good,good,3449
vitamin_b5,vitamin_b5,neutral,neutral,58
vitamin_b6,vitamin_b6,good,good,3921
vitamin_b6,vitamin_b6_0.001%,neutral,neutral,4
vitamin_b7,vitamin_b7,good,good,3311
vitamin_b9,vitamin_b9,neutral,neutral,47
vitamin_c,vitamin_c,neutral,neutral,1203
vitamin_d,vitamin_d,neutral,neutral,21
vitamin_d,vitamin_d_3_supplement]._d_6920,neutral,neutral,7
vitamin_d2,vitamin_d2,neutral,neutral,7
vitamin_d2,vitamin_d2_supplement,neutral,neutral,6
vitamin_d3,vitamin_d3,good,good,3591
vitamin_d3,vitamin_d3_0.005%,neutral,neutral,9
vitamin_d3,vitamin_d3_supplement_chicken,caution,caution,8
vitamin_d3,vitamin_d3supplement,neutral,neutral,6
vitamin_d3,vitamin_d3_supplement_chicken__liver_feast_chicken,caution,caution,1
vitamin_d3,vitamin_d3_supplement_beef__carrots_entre_beef,caution,caution,1
vitamin_d3,vitamin_d3_supplement_c6740,caution,caution,1
vitamin_d3,vitamin_d3_supplement_extra_gravy_chunk_with_chicken_water,caution,caution,1
vitamin_d3,vitamin_d3_supplement_2c37070,caution,caution,1
vitamin_d3,vitamin_d3_supplement_guar_gum,caution,caution,1
vitamin_d3,vitamin_d3_supplement_with_salmon__beef_in_sauce_water,caution,caution,1
vitamin_d3,vitamin_d3_supplement_beef_recipe_beef,caution,caution,1
vitamin_d3,vitamin_d3_supplement_trout__tuna_recipe_trout,caution,caution,1
vitamin_d3,vitamin_d3_supplement_sea_captains_meat_byproducts,caution,caution,1
vitamin_d3,vitamin_d3_supplement_chicken_recipe_chicken_and_beef_broth,caution,caution,1
vitamin_d3,vitamin_d3_supplement_chicken_chicken_broth,caution,caution,1
vitamin_d3,vitamin_d3_supplement_salmon_salmon_broth,caution,caution,1
vitamin_d3,vitamin_d3_supplement_c6743,caution,caution,1
vitamin_e,vitamin_e,good,good,4534
vitamin_e,vitamin_e_0.03%,neutral,neutral,8
vitamin_e,vitamin_esupplement,neutral,neutral,4
vitamin_e,vitamin_e_supplement_tuna_with_crab_recipe_x25_tubes_water,neutral,neutral,1
vitamin_e,vitamin_e_supplement_tuna_with_salmon_recipe_x25_tubes_water,neutral,neutral,1
vitamin_e,vitamin_e_supplement_chicken_recipe_x6_pouches_scallop_broth,neutral,neutral,1
vitamin_k,vitamin_k,neutral,neutral,7
vitamin_k1,vitamin_k1,neutral,neutral,1
vitamin_k3,vitamin_k3,neutral,neutral,1187
vitamin_m,vitamin_mix,neutral,neutral,1
vitamin_other,vitamin_#,neutral,neutral,1
vitamin_p,vitamin_pp,neutral,neutral,5
vitamin_s,vitamin_supplements,neutral,neutral,1
vitamins,vitamins,neutral,neutral,3
vitamins],vitamins],neutral,neutral,18
vitamins_&,vitamins_&_minerals,neutral,neutral,3
vitamins_a,vitamins_a,neutral,neutral,1
vitamins_and,vitamins_and_minerals,neutral,neutral,3
vitamins_vitamins,vitamins_vitamins,neutral,neutral,10
vitmans,vitmans,neutral,neutral,2
water,water,neutral,neutral,1207
water_20.059%,water_20.059%,neutral,neutral,3
water_24.258%,water_24.258%,neutral,neutral,5
water_25.059%,water_25.059%,neutral,neutral,1
water_and,water_and_natural_smoke_flavor,neutral,neutral,1
water_beef,water_beef,neutral,neutral,2
water_buffalo,water_buffalo,neutral,neutral,5
water_buffalo,water_buffalo_meal,neutral,neutral,4
water_chicken,water_chicken,neutral,neutral,3
water_for,water_for_processing,neutral,neutral,1
water_simply,water_simply_crafted_chicken,neutral,neutral,1
water_sufficent,water_sufficent_for_processing,neutral,neutral,4
watercress,watercress,neutral,neutral,10
well_made,well_made,neutral,neutral,1
wheat_bran,wheat_bran,neutral,caution,29
wheat_bran,wheat_bran_flour,neutral,caution,1
wheat_flour,wheat_flour,neutral,caution,498
wheat_flour,wheat_flour_tapioca,neutral,caution,1
wheat_four,wheat_four,neutral,caution,1
wheat_germ,wheat_germ_meal,neutral,caution,1
wheat_germ,wheat_germ,neutral,caution,1
wheat_macaroni,wheat_macaroni,neutral,caution,1
wheat_middlings,wheat_middlings,neutral,caution,15
wheat_mill,wheat_mill_run,neutral,caution,5
wheat_powder,wheat_powder,neutral,caution,2
wheat_shorts,wheat_shorts,neutral,caution,1
wheat_starch,wheat_starch,neutral,caution,39
wheaten_starch,wheaten_starch,neutral,neutral,2
wheatgrass_powder,wheatgrass_powder,neutral,neutral,4
whey,whey,neutral,neutral,79
whey_powder,whey_powder,neutral,neutral,1
whey_product,whey_product,neutral,neutral,7
whey_protein,whey_protein_concentrate,neutral,neutral,15
whey_solubles,whey_solubles,neutral,neutral,1
which_is,which_is_packed_with_vitamin_b,neutral,neutral,1
white_beans,white_beans,neutral,neutral,1
white_colorant,white_colorant,neutral,neutral,1
white_fish,white_fish,neutral,neutral,33
white_fish,white_fish_meal,neutral,neutral,8
white_meat,white_meat_chicken_flavor,neutral,neutral,4
white_perch,white_perch,neutral,neutral,1
white_potato,white_potato_flour,neutral,neutral,1
white_potatoes,white_potatoes,neutral,neutral,2
white_sweet,white_sweet_potatoes,neutral,neutral,14
white_vinegar,white_vinegar,neutral,neutral,2
whitefish,whitefish,good,good,101
whitefish_meal,whitefish_meal,neutral,neutral,67
whiting,whiting,neutral,neutral,3
whiting_meal,whiting_meal,neutral,neutral,5
whole_chicken,whole_chicken,neutral,neutral,6
whole_mackerel,whole_mackerel,neutral,neutral,1
whole_wheat,whole_wheat_flour,neutral,caution,6
wholecarrots,wholecarrots,neutral,neutral,1
wild_boar,wild_boar,neutral,neutral,10
wild_boar,wild_boar_liver,neutral,neutral,3
wild_boar,wild_boar_kidney,neutral,neutral,3
wild_brushtail,wild_brushtail_with_ground_bone,neutral,neutral,2
wild_caught,wild_caught_whole_ground_krill,neutral,neutral,3
wild_caught,wild_caught_salmon,neutral,neutral,2
wild_caught,wild_caught_trout,neutral,neutral,1
wild_rice,wild_rice,neutral,neutral,14
wild_sockeye,wild_sockeye_salmon,neutral,neutral,1
wild_venison,wild_venison,neutral,neutral,3
with_natural,with_natural_chicken_flavor_dog_treats,neutral,neutral,1
with_salmon,with_salmon,neutral,neutral,1
wood_grilled,wood_grilled_chicken_flavor,neutral,neutral,2
wood_smoke,wood_smoke_flavoring,neutral,neutral,1
xantham_gum,xantham_gum,neutral,neutral,10
xanthan,xanthan,neutral,neutral,2
xanthan_gum.,xanthan_gum._2a26021,neutral,neutral,1
xanthan_gum.,xanthan_gum._2a26022,neutral,neutral,1
xanthan_gum.,xanthan_gum._2a26020,neutral,neutral,1
xanthan_gurab,xanthan_gurab_flavor,neutral,neutral,1
xanthn_gum,xanthn_gum,neutral,neutral,1
xathan_gum,xathan_gum,neutral,neutral,3
xylose,xylose,neutral,neutral,4
yam,yam,neutral,neutral,70
yams,yams,neutral,neutral,6
yeast,yeast,neutral,neutral,80
yeast_cell,yeast_cell_wall,neutral,neutral,1
yeast_culture,yeast_culture,neutral,neutral,145
yeast_culture,yeast_culture_dehydrated,neutral,neutral,1
yeast_extract,yeast_extract,neutral,neutral,121
yeast_powder,yeast_powder,neutral,neutral,1
yellow_#5.,yellow_#5._prime_rib,caution,caution,1
yellow_#6,yellow_#6,caution,caution,129
yellow_5,yellow_5_lake,caution,caution,12
yellow_6,yellow_6_lake,caution,caution,13
yellow_mustard,yellow_mustard,neutral,neutral,3
yellow_no,yellow_no_6,neutral,neutral,4
yellow_pea,yellow_pea,neutral,neutral,2
yellow_squash,yellow_squash,neutral,neutral,1
yellowfin_tuna,yellowfin_tuna,neutral,neutral,4
yogurt,yogurt,neutral,neutral,20
yogurt_powder,yogurt_powder,neutral,neutral,2
yucca,yucca_extract,neutral,neutral,448
yucca,yucca_schidigera,neutral,neutral,9
yucca,yucca_schidegera_extract,neutral,neutral,4
yucca,yucca_shidigera_extract,neutral,neutral,1
yucca,yucca_schidigera_extract_0.12%,good,good,1
yucca,yucca_schidiegera_extract,neutral,neutral,1
yucca,and_yucca_schidigera_extract),neutral,neutral,1
zeaxnthin,zeaxnthin,neutral,neutral,3
zedoary,zedoary,neutral,neutral,1
zinc,zinc_chelated,good,good,1821
zinc,zinc_methionine_hydroxy_analogue_chelate,neutral,neutral,26
zinc,zinc_glycine_complex,neutral,neutral,13
zinc,zinc_propionate,neutral,neutral,11
zinc,zinc,neutral,neutral,10
zinc,zinc_sulfate_monohydrate,neutral,neutral,6
zinc,zinc_sulphate_monohydrate,neutral,neutral,5
zinc,zinc_sulphate,neutral,neutral,5
zinc,zinc_gluconate,neutral,neutral,4
zinc,zinc_sulfate_heptahydrate,neutral,neutral,3
zinc,calcium_and_zinc_proprionates,neutral,neutral,2
zinc,zinc_proprionate,neutral,neutral,2
zinc,zinc_acetate,neutral,neutral,2
zinc,zinc_amino_chelate,neutral,neutral,1
zinc,and_zinc_propionate,neutral,neutral,1
zinc,minerals_zinc,neutral,neutral,1
zinc,inulin_zinc_acetate,good,good,1
zinc,and_zinc,neutral,neutral,1
zincsulphate,zincsulphate,neutral,neutral,1
ziwi_peak,ziwi_peak_beef,neutral,neutral,2
zucchini_powder,zucchini_powder,neutral,neutral,3
